Name,google_rating,google_reviews
Freisinger Hof,4.7,1056.0
BEES Restaurant,4.9,81.0
Lindenhof-Kasteel,4.7,114.0
[w]einklang,4.8,266.0
Springbrunnen SKLENAR,4.9,255.0
Wibbelings Hof,4.8,101.0
STUBN in der Frasdorfer Hütte,3.9,260.0
Lovis,4.5,210.0
PULS,4.6,207.0
Zum Wendl,4.7,346.0
Esszimmer,4.8,329.0
vierzehn 85,4.9,196.0
VITA,4.7,191.0
Oukan,4.6,321.0
Brasserie Cocotte,4.7,295.0
Ursprung,4.5,78.0
Restaurant zum Bären,4.7,231.0
Kaminstube,4.3,9.0
Heiligenstein,4.7,343.0
moriki,4.2,503.0
Penz Am Dom,4.6,167.0
plaisir by Hamid Heidarzadeh,4.7,112.0
FREA,4.6,1229.0
Hasenpfeffer,4.7,16.0
Eulenstein,4.8,169.0
Fachwerk,4.4,320.0
Rocus,4.5,72.0
Landhaus Hadrys,4.6,346.0
Engelwirts-Stube,4.6,602.0
Menge,4.8,411.0
PURS,4.8,139.0
Rössle,4.7,520.0
Wintergarten,4.7,52.0
Müllers auf der Burg,4.5,127.0
Bar Mural,4.3,301.0
Sonne,4.4,470.0
Weinhaus Anker,4.7,273.0
Oberländer Weinstube,4.7,309.0
Renoir,4.8,187.0
Landgasthof zum Adler,4.5,406.0
Überland,4.3,1053.0
Brasserie Ehrlich,4.9,224.0
am kai,4.6,1002.0
Museum,4.5,2325.0
erasmus,4.6,264.0
893 Ryotei,4.6,1908.0
Kräutergarten,4.7,232.0
Forsthaus Ilkahöhe,4.5,933.0
Königshafen,4.7,354.0
Christophorus,4.7,593.0
Krone,4.8,56.0
Cube,4.3,1693.0
Habbel's,4.4,495.0
Schweizers Restaurant,4.9,229.0
Zur Sonne,4.5,275.0
Bistro,4.8,62.0
Ganter Restaurant Mohren,4.2,323.0
Heim's Restaurant,4.7,421.0
Wilde Triebe,4.8,326.0
Schloss Restaurant Venus,4.3,308.0
ZweiSinn Meiers | Bistro,4.5,348.0
Imperial by Alexander Herrmann,4.7,619.0
Atelier Gourmet,4.7,382.0
Waldrestaurant Maxlmühle,4.3,580.0
Rindenmühle,4.9,53.0
Selmer's,4.5,363.0
Die Traube,4.7,232.0
Landgasthof Backers,4.7,183.0
Gasthof Hirsch,4.7,134.0
Gasthaus Cervus,4.7,219.0
Domschenke,4.8,194.0
Landhaus Drei Raben,4.1,157.0
Pades Restaurant,4.7,539.0
Die Achkarrer Krone,4.4,563.0
BECKER'S Weinhaus,4.4,329.0
La Maison Eric,4.8,72.0
Nannina,4.5,273.0
Hugenhof,4.9,220.0
Genießer Wirtshaus,4.1,219.0
mundart Restaurant,4.8,288.0
Hofgut Ruppertsberg,4.5,295.0
Zum Hirschen & Gasthaus beim Stöckeler,4.7,1137.0
Ballebäuschen,4.7,274.0
Kirschner Stuben,4.3,119.0
Juliette,4.6,300.0
MINNECI,4.5,376.0
Acetaia,4.6,313.0
Historisches Gasthaus Sanct Peter Restaurant Weinkirche,4.8,512.0
Spielweg,4.7,992.0
Weinhaus Neuner,4.5,803.0
Huber,4.8,84.0
IU & ON,4.1,106.0
Schloss Niederweis,4.8,214.0
Christians Restaurant,4.6,350.0
HerR,5.0,139.0
Turmstube,4.6,1162.0
Steinheuers Landgasthof Poststuben,4.7,317.0
Brasserie Colette Tim Raue,4.5,880.0
Ontra's Gourmetstube,4.7,522.0
ESSENCE,4.8,512.0
Alemannenhof,4.3,1142.0
Johanna Berger,4.6,278.0
Gasthaus Spieker,4.7,412.0
Helbigs Gasthaus,4.8,17.0
Bayerischer Hof,4.6,335.0
Stilbruch,4.8,133.0
Schupps,4.9,114.0
VINOTHEK by Geisel,4.6,843.0
Bogenhauser Hof,4.5,482.0
Limbourg,4.6,236.0
Magnifico da Umberto,4.4,7.0
Tischlein Deck Dich by Lilly,5.0,104.0
möbius - das restaurant,4.3,182.0
Tante Fichte,4.7,117.0
Jacobs Restaurant,4.5,196.0
1804 Hirschau,4.8,105.0
20° RESTOBAR,4.4,1210.0
Oechsle,4.8,233.0
Schwane 1404,4.5,115.0
Roku - Japanese Dining & Wine,4.5,103.0
KOSTBAR,4.6,171.0
Adler Stuben,4.7,83.0
Ristorante Engel,4.8,366.0
Inspektorenhaus,4.6,201.0
Diekmann,4.5,375.0
Sorriso,4.6,269.0
Portun Restaurant,4.7,116.0
INDIA CLUB,4.5,980.0
Park-Restaurant Vogelherd,4.6,154.0
MANUELIS,4.9,184.0
Kevin Gideon,4.9,460.0
sansaro,4.5,751.0
nagare,4.8,154.0
Zur Schwane,4.6,1136.0
Pizarro Fine Dining,4.9,123.0
AIMY,4.5,597.0
Landhotel Donner,4.8,362.0
Oma Wilma Heimatküche,4.5,356.0
Bernhardhof,4.6,383.0
Restaurant Max'es,4.5,139.0
Salt & Silver am Meer,4.2,1133.0
von Euch,4.4,240.0
Atelier Tian,4.8,245.0
Momo Ramen,4.4,3032.0
Gasthaus zum Adler,5.0,57.0
Löwengrube,4.8,214.0
Lindenhof 1887,4.7,308.0
Il Teatro²,4.6,363.0
Meilenstein,4.8,303.0
bellasLOKAL,4.8,126.0
Krone,4.9,312.0
Forellenhof,4.7,1013.0
Zauberberg,4.8,347.0
Madame Ngo - Une Brasserie Hanoi,4.4,1930.0
Danza,4.8,101.0
Stubersheimer Hof,4.8,200.0
BRIKZ,4.7,187.0
Johanniter-Kreuz,4.6,531.0
959,,
Dae Mon,4.8,712.0
Scarpati,4.7,475.0
Freilinger Wirt,4.7,483.0
Küppersmühle Restaurant,4.7,803.0
Broeding,4.7,452.0
Landhaus Mönchenwerth,4.4,296.0
Zur Waage M.E.B.,4.3,660.0
Berchtesgadener Esszimmer,4.8,187.0
Le comptoir 17,4.4,219.0
Gräfinthaler Hof,4.8,669.0
Weinstube Baldreit,4.6,426.0
Ebanat,4.5,112.0
Goldene Sonne,4.6,235.0
FLYGGE,4.8,194.0
Kurpfalz Weinstuben,4.6,501.0
Landgang,4.6,1015.0
Franziska,4.3,1331.0
Krone,4.7,330.0
Genießer Stube - Daniel Raub,4.6,43.0
Drexlers,4.6,317.0
Rittersturz,4.7,239.0
Steinbuck Stube,4.8,168.0
Uwe & Uli - Zuhause bei uns,4.8,306.0
Seehalde,4.5,228.0
Zur Tanne,4.7,66.0
Meister Lampe,4.7,233.0
La Bouche et El Pato,4.7,1032.0
Kugelmühle,4.6,127.0
Die Alte Brauerei,4.5,223.0
Krietsch,4.4,343.0
Gourmetfabrik,4.6,458.0
Heldmann & Herzhaft,4.6,132.0
Adler,4.7,240.0
Kraftwerk,4.7,320.0
Villa Medici,4.6,327.0
Gastraum,4.8,761.0
Brunnenstuben,4.7,289.0
Fässle le Restaurant,4.7,430.0
Ambiente,4.6,54.0
Dorfstube,4.8,5.0
Zum Hirsch,4.3,202.0
Gasthof zum Maurerwirt,4.8,154.0
Hermannshof,4.1,1411.0
Der Engel,4.8,947.0
Kings and Queens,4.9,168.0
Weinstube am Brühl,4.8,92.0
Berghotel Schlossanger Alp,4.6,657.0
Fährhütte 14,4.4,245.0
Gastwirtschaft Ferdinand Reuter,4.2,45.0
Hoppe's,4.7,393.0
Weingut,4.8,337.0
Ondersch Genusswirtschaft,4.7,802.0
Alpenkönig - Esslust,4.7,191.0
Löwen Genuss Wirtschaft,4.5,496.0
Würzhaus,4.7,566.0
Zum Rössl,4.7,221.0
Il Borgo,4.8,286.0
Villa Hammerschmiede,4.6,645.0
Stephans Stuben by Marco Langer,4.9,180.0
Little London,4.7,2757.0
Chalet am Kiental,4.9,173.0
Galleria,4.0,682.0
Johannas,4.6,129.0
Hippocampus,4.5,296.0
Blauer Bock,4.4,197.0
Sängerheim - Das Restaurant,4.6,194.0
fine.wine.dine.,4.8,64.0
Hirschkönig,4.9,24.0
Höfli,4.9,103.0
von Rhemen,4.0,1.0
Jin,4.5,314.0
Pungshaus,4.6,261.0
AUVIGU,4.9,98.0
Matsuhisa Munich,4.2,422.0
KIKU Restaurant by Jan Fribus,4.8,177.0
IL Sommelier,4.7,216.0
Kulinarium,5.0,21.0
Knipsers Halbstück - Brasserie,4.5,436.0
Schreiberei,4.3,247.0
Waldhorn,4.6,271.0
Joseph's Fine Dining,5.0,42.0
Lou im Cavalierhaus,5.0,24.0
Chicha,4.2,903.0
Konrad's,4.3,488.0
mural farmhouse - À LA CARTE,4.2,213.0
Marie,4.6,330.0
Beetle,4.6,300.0
Alte Schule,4.5,438.0
Clinton's,4.7,620.0
Kuhlemann,4.8,105.0
Belvedere,4.9,56.0
POTS,4.6,289.0
Restaurant Mühle,4.4,438.0
Die Ratsstuben,4.5,324.0
Berta,4.5,863.0
KOS fine dining,4.8,98.0
Restaurant 1831,4.8,42.0
Fritz's Frau Franzi,4.6,261.0
Ontra,4.7,522.0
l'Ecume,4.7,441.0
Margaux,4.8,189.0
Feinschliff,4.9,88.0
Hof Grothues-Potthoff - Hasenklee,4.6,3340.0
Ivy,4.3,396.0
Ahlmanns,4.9,29.0
Fangfrisch,4.6,2982.0
Zwo20,4.5,199.0
JAPATAPA TOSHIBAR,4.7,105.0
Eatrenalin,4.7,773.0
Landgasthof Adler,4.8,83.0
Von Korff,4.7,330.0
In Vino Veritas,4.7,240.0
Rodesand,4.6,20.0
Ratsstube,4.7,209.0
Gutsschenke,4.5,280.0
WEINrestaurant Ayler Kupp,4.8,238.0
Berghofstüble,4.4,103.0
Schwarzmatt,4.7,268.0
mondi,4.8,290.0
Heiderand,4.8,280.0
Villa's Wine & Dine,4.7,501.0
Vinophil,4.9,188.0
Genusswerkstatt Lodner,4.8,15.0
PUR,4.5,237.0
Brauereigasthof Aying,4.7,617.0
Gasthof Widmann,4.8,131.0
Die Klosterschänke,,
Mine,4.5,804.0
Appare,4.8,239.0
Schlosskeller,4.7,896.0
Le Comptoir,4.8,150.0
DAS GOLDSTEIN BY GOLLNER'S,4.4,212.0
The Sakai,4.7,434.0
Fine Dining by Phillip Probst,4.9,51.0
Regional,4.7,17.0
Das Bootshaus,4.0,90.0
Das Esszimmer,4.8,239.0
Der Dantler,4.7,372.0
Lamm,4.8,97.0
Lockstein 1,,
Fleur de Sel,4.8,473.0
Schwitzer's PUR,4.4,35.0
Gasthaus Assenmacher,4.7,296.0
KRasserie im verve⁵,4.6,208.0
Abt- und Schäferstube,4.9,10.0
Papageno zur Schweizer Grenze,4.7,320.0
Trichards,4.7,165.0
Wildfrisch Gutsküche,4.5,4.0
Carte blanche,4.5,328.0
Luis Dias - Das Restaurant,4.7,165.0
Valentin,4.6,486.0
Gut Steinbach,4.7,713.0
Schranners Waldhorn,4.7,215.0
Bistro,4.3,1411.0
Gocklwirt,4.6,832.0
CLYNe - Das Restaurant,4.7,80.0
Lazarus Stube im Oberschwäbischen Hof,4.8,33.0
Pure Wine & Food,4.6,289.0
Gutshaus Kubbelkow,4.7,184.0
Rolin,4.5,628.0
Hackbarth's Restaurant,4.5,452.0
DAS BERNHARDS,4.6,434.0
Zirbelstube,4.8,213.0
Hermannshöhle,4.3,930.0
Am Kamin,4.7,135.0
H'manns,4.7,131.0
Jagstmühle,4.6,555.0
Rüssel's Hasenpfeffer,4.6,315.0
Gaststube Zum Klosterbräu,4.9,20.0
Bavarie,4.5,227.0
Garden-Restaurant,4.5,74.0
Novalis,4.7,574.0
Kaisers Eck,4.5,332.0
Klebers,4.7,552.0
Gengs Linde,4.8,645.0
Gasthof Schütte,4.8,687.0
Zum Ochsen,4.7,878.0
Gourmetrestaurant 1751,4.9,24.0
Beesten,4.7,220.0
Kreutzer's,4.7,974.0
Lumperhof,4.7,181.0
Sansibar,4.2,3156.0
Schloss Monaise,4.1,220.0
freistil.,4.7,385.0
Forsthaus Hessenstein,4.7,292.0
Postschänke,4.7,91.0
Sülbecker Krug,4.5,189.0
Kaiserblick,4.5,368.0
Spinne,4.7,259.0
Das Esszimmer,4.7,339.0
Spitzweg,4.6,428.0
Ostaria da Gino,4.7,363.0
Gute Stube im Parkhotel,4.3,916.0
Vinaiolo,4.4,492.0
Käfer-Schänke,4.6,1014.0
Nymphenburger Hof,4.8,283.0
Culinarium,4.8,353.0
Brasserie Nodhausen,4.6,122.0
Herzog von Burgund,4.7,146.0
Martinelli,4.7,381.0
Torkel,4.6,233.0
Rocca Riviera,4.2,865.0
Schwarzreiter Restaurant,4.5,728.0
Gasthof Ochsen,4.7,402.0
Pfistermühle,4.5,763.0
Kurlbaum,4.7,173.0
Stern's Restaurant,4.5,565.0
La Bohème,4.6,2142.0
Brasserie Les Deux,4.6,684.0
Le Stollberg,4.8,335.0
Altes Brauhaus,4.5,130.0
Altes Rathaus by What the Food,4.9,126.0
sushi Lounge,3.5,88.0
Müllers auf Norderney,4.2,306.0
Pageou,4.6,537.0
Schorn,4.7,46.0
Müllers auf der Rü,4.2,918.0
Hirsch,4.6,788.0
Der Kaiserhof,4.6,153.0
Benders,4.9,85.0
DAS MAXI - GENUSSREICH,4.7,62.0
La Citadelle,4.9,312.0
La Table - Maison Lobies,5.0,111.0
Au Marquis de Terme,4.5,509.0
Partage,4.9,186.0
Penati al Baretto,4.4,470.0
Akabeko,4.9,395.0
La Grange de Pépé,4.6,205.0
Menna,4.8,276.0
L'Atelier du Nord,5.0,156.0
Flaveurs - Domaine Mont-Riant,4.9,32.0
Base Kamp by Aïnata,5.0,5.0
L'Attanum,4.8,223.0
Le Canon,4.4,415.0
Jupi,4.8,170.0
Maison Pavlov,4.7,259.0
L'Intangible,4.9,331.0
La Mangeoire,4.9,111.0
Rond de Carotte,4.9,293.0
Sao,4.8,407.0
Cheri Bibi,4.6,534.0
Mieux,4.7,914.0
Vacarme,4.5,527.0
Zéphirine,4.9,498.0
Il Ristorante - Niko Romito,4.2,128.0
Terra,4.6,1138.0
Parcelles,4.5,351.0
Le Sens 7367,4.8,376.0
Le Comptoir Kokagué,4.9,171.0
Les Capucines,4.6,525.0
L'Inattendu,4.9,579.0
Maison Grandclaude,4.8,516.0
La Table du Marché,4.7,354.0
La Traboule,4.7,625.0
L'Hippi'curien,4.7,509.0
Martin - Domaine de Primard,4.5,423.0
Le Patte Noire,4.7,505.0
La Diligence,4.5,209.0
Mets Mots,4.7,500.0
Aux Crieurs de Vin,4.4,699.0
Le Réverbère,4.2,185.0
La Mercerie,4.5,1112.0
Hortùs,4.9,752.0
Bistro S,4.8,390.0
L'Ouvrière,4.8,252.0
Caffé César L'initial,4.7,298.0
Le Braque,4.6,427.0
Omnivore,4.7,480.0
Là DN,4.8,148.0
Et Toque !,4.6,710.0
Le Clos d'Émile,4.9,284.0
La Cuisine de la Fontaignotte,4.8,844.0
Ferme de la Besse,4.6,164.0
L'Informel,4.6,169.0
La Table d'Élise,4.3,268.0
Les Caudalies,4.8,1235.0
Hôtel des Deux Rocs,4.3,320.0
Auberge de Sainte-Maure,4.8,647.0
L'Alchimiste,4.6,348.0
Le Cèdre,4.3,604.0
La Badiane,4.7,166.0
La Petite Plage,4.2,986.0
Nobuki,4.9,562.0
Bistrot des Hauts de Loire,4.7,609.0
Mamma - Les Roches Brunes,4.5,68.0
Instincts,4.8,343.0
Domaine de Baulieu,4.6,943.0
Hostellerie Saint-Clément,4.5,167.0
Le Temps de Vivre,4.6,307.0
La Cassolette,4.6,266.0
Le Diamant Noir,4.9,129.0
La Tour,4.6,519.0
La Table de Catusseau,4.7,776.0
Le Château de Sable,4.3,762.0
Le Sens Unique,4.8,169.0
Haut-Linage,4.9,966.0
L'Arborescence,4.7,214.0
Leptine,4.8,233.0
Odorico,4.2,152.0
Charbonnel,4.3,158.0
Les Belles Canailles,4.0,174.0
Taggat,4.9,610.0
Restaurant Côté Marais,4.8,532.0
Origine,4.7,264.0
Le Serghi,4.4,638.0
Le Mezquité,4.6,212.0
Acacia,4.9,373.0
La Taula,4.3,841.0
La Maison des Toqués,4.7,341.0
Le Comptoir Boutary,4.8,459.0
Armada,4.6,448.0
Céna,4.5,557.0
Tempo,4.7,179.0
Alquimia,4.8,327.0
Mano,4.8,532.0
La Cantine Urbaine - Artchives,4.6,576.0
Pérégrinations,4.9,122.0
La R'mize,4.8,446.0
Le Jas,4.7,632.0
Chez Mosse,4.8,247.0
Léonor,4.6,144.0
Peixes Bonaparte,4.6,364.0
Le Bistrot de Madeleine,4.8,256.0
Origines Restaurant,4.9,774.0
La Table Cachée par Michel Roth,4.3,282.0
CoDa,4.7,379.0
Ambos,4.9,365.0
Baud,4.4,882.0
La Cour des Sens,4.8,357.0
Le Sauvage,4.6,539.0
Cave et Cuisine,4.8,93.0
Ombelle,4.8,512.0
Passionné,4.7,2702.0
Le Grand Café,4.8,4.0
Lafayette,4.9,1120.0
Les Quatre Saisons,4.1,560.0
Frenchie Pigalle,4.3,471.0
Sens,4.8,296.0
Félicie,4.4,1266.0
Oiseau - Oiseau,4.4,130.0
Impressions,4.8,278.0
Domaine de Rymska,4.8,951.0
O&A,4.7,229.0
Disciples,4.8,223.0
La P’tite Patte,4.7,505.0
Chardon,4.2,389.0
Le Bateleur,4.5,252.0
La Sérafine,4.7,208.0
Un Petit Cabanon Bouillon,4.4,685.0
Croque Saison,4.4,269.0
La Canopée,4.3,235.0
La Table des Échevins,4.5,369.0
Sain,4.9,821.0
Café Compagnon,4.3,453.0
Le Repère,4.0,1417.0
Le Grill Alpin,4.8,9.0
Imperial Treasure,4.6,466.0
Tracé,4.9,286.0
Maison de Bacon,4.3,719.0
Les Mérovingiens,4.0,818.0
Les Pieds Dans l'Eau,4.7,587.0
L'Escoubille,4.5,320.0
Len'K - La Maison Bonnet,4.4,369.0
L'Aparté,4.7,433.0
ICI,3.7,3.0
Racines,4.8,225.0
Le Comptoir des Alpes,4.7,1126.0
Caffè Cosi - La trattoria de Bruno Caironi,4.7,644.0
Chez Mon Jules,4.5,344.0
La Grangée,4.7,249.0
La Table du Château Gratien,4.5,247.0
Monsieur P,4.8,904.0
La Petite École,4.8,228.0
Bistrot Loiseau du Morvan,4.3,247.0
La Côte des Monts Damnés,4.4,366.0
L'Orangerie des Trois Roys,4.5,213.0
La Bourdasso,4.5,511.0
Olhabidea,4.6,237.0
Le Chai,4.4,1120.0
Le Président,4.4,270.0
Les Lilas,4.7,399.0
Soces,4.5,553.0
La Table du 2,4.1,864.0
AGA,4.9,216.0
L'Alto,4.8,379.0
Riviera,4.3,147.0
Hinoki,4.7,133.0
Nonos par Paul Pairet,4.8,537.0
Le Madeleine par Cyril Coutin,4.5,242.0
Soul Kitchen,4.9,335.0
Le Lys,5.0,21.0
Le P'tit Roseau,4.7,770.0
Bloom,4.7,646.0
Bistrot Racines,4.6,962.0
La Table des Climats,4.7,281.0
L'Épicurien,4.7,631.0
Le Saint-Nicolas - Au Coin du Feu,4.8,88.0
es/pacìo,4.9,296.0
Liberté,4.7,181.0
Kin,4.8,246.0
Étude,4.9,475.0
Le Pastel,4.9,360.0
Bistrot des Falaises,4.9,601.0
Schorre,4.8,555.0
Augustine - La Table du Château,4.5,233.0
Le Refuge,4.6,695.0
Signature,4.7,103.0
Inari,4.8,167.0
Bistrot Constant,4.7,3851.0
Perception,4.9,458.0
L'Osmose,4.8,257.0
Liquide,4.4,459.0
Pétrelle,,
brut.,4.8,419.0
MatCha,4.8,259.0
Pilgrim,4.6,489.0
Le Landemer,4.7,612.0
Le Terroir des Vignobles,4.9,100.0
Auberge aux 4 Saisons,4.7,837.0
La Fine Bouche,4.9,718.0
Sushi Shunei,4.5,170.0
Les Têtes d'Ail,4.7,350.0
Kaito,4.3,44.0
Le Lion et l’Agneau,4.9,713.0
Lume,4.9,322.0
Le 1825 - La Table,4.8,392.0
Halle aux Grains,4.3,721.0
La Table du Marquis au Château de Maubreuil,4.7,1571.0
Kaiseki,4.2,47.0
La Canourgue,4.3,378.0
Auberge du Rohan,4.7,199.0
L'Azimut,4.5,442.0
Roscanvec,4.6,229.0
Biscotte,4.9,485.0
Le Boeuf Noisette,4.8,679.0
Source,4.7,226.0
Château du Bost,4.6,290.0
Pickles,4.8,885.0
La Ferme Auberge - Domaine de La Font des Pères,4.2,87.0
Hostellerie du Château des Monthairons,4.7,430.0
Maison Chabran - Le 45ème,4.5,218.0
Côté Sud,4.8,660.0
La Tête au Loup,4.7,118.0
La Bodega,4.7,820.0
Domitia - Maison de Cuisinier,4.6,351.0
Tandem Saveurs Nomades,4.7,261.0
La Table de Villeneuve,4.6,651.0
Le Soufflot,4.6,429.0
Cécile,4.8,1236.0
La Mère Hamard,4.5,388.0
La Terrasse,3.9,219.0
Maison Chabran - La Grande Table,4.3,110.0
Auberge de Clochemerle,4.7,600.0
Le Mermoz,4.5,316.0
La Côte Vermeille,4.4,649.0
Le Gentiane,4.6,297.0
La Table de mon Père - Castel Beau Site,4.6,506.0
Plume,4.5,593.0
Le Cheval d'Or,4.4,421.0
Omija,4.6,351.0
Petrossian,4.6,481.0
Le Bistrot du Paradou,4.7,826.0
Rhizome,4.9,369.0
L'Intimiste - Auberge de Buellas,4.6,694.0
La Petite Ferme,4.2,790.0
L'ArtYsan,4.8,352.0
Vista,4.6,664.0
Le Garde Champêtre,4.6,393.0
Les Chants d'Avril,4.7,405.0
Le Bouchon,4.6,905.0
L'Art de Vivre,4.7,73.0
Culina Hortus,4.7,971.0
L'Essentiel,4.9,616.0
Le Parvis,4.7,420.0
L'Auberge de la Poule d'Or,4.0,114.0
LAZU,4.6,461.0
Chez Monsieur,4.4,641.0
Au Fil du Temps,4.7,222.0
Mahé,4.8,260.0
Les Inséparables,4.6,852.0
Lauracée,4.6,602.0
La Deuvalière,4.6,707.0
L'Arche de Meslay,4.6,1006.0
La Réserve à la Plage,4.0,245.0
Soulenq,4.6,396.0
Villa Morelia,4.4,286.0
Petit Boutary,4.9,909.0
Bistrot 1954,3.9,991.0
Le Quai de Champagne,4.4,450.0
Bo-tannique,4.6,734.0
Licandro - Le Bistro,4.7,924.0
Le Paris-Brest by Christian Le Squer,4.5,748.0
La Rissole,4.6,204.0
L'Expression,4.6,161.0
Brasserie du Louvre - Bocuse,4.2,674.0
L'Hostellerie d'Acquigny,4.8,761.0
Ébullition,4.9,335.0
Du Bruit en Cuisine,4.3,567.0
Le Petit Comptoir,4.5,670.0
Nomade,5.0,225.0
Pinson,4.8,378.0
La Table de l'Hôtel Sainte-Victoire,4.7,77.0
Casa Fuego,4.1,258.0
Le 26-28,4.8,232.0
L'Arlatan,4.6,873.0
Au Cheval Blanc,4.6,655.0
Les Bouteilles,4.7,279.0
Jean-Michel Couron,4.8,271.0
L'Adress...,4.7,975.0
L'Instinct Gourmand,4.6,787.0
Ô Dissay,,
Ververt,4.8,446.0
Âma Terra,4.2,87.0
Yam,4.5,538.0
La Golmotte,4.7,409.0
Le Pré Fillet,4.7,561.0
Auberge du Moulinel,4.5,164.0
Le Saint-Martin,4.8,113.0
Auberge du Cellier,4.7,345.0
Le Carré d'Ange,4.6,278.0
Yushin,4.8,294.0
L'Altiplano,4.2,38.0
Au Cœur d'Artichaut,4.7,481.0
La Pinède,4.2,667.0
Le 7 Restaurant Panoramique,4.2,1971.0
La Cantinetta,4.5,2734.0
Jean des Sables,4.6,602.0
L'Étier,4.5,707.0
Le Gentil,4.8,140.0
Avarum,4.9,399.0
Lacaille,4.6,512.0
La Côte Bleue,4.3,1217.0
Le 80,3.7,117.0
La Table de la Réserve,4.6,201.0
Le Grand Chaume,4.1,37.0
La Table d'Edgar,4.4,599.0
Madame FAN,4.6,1176.0
83 Restaurant,4.5,225.0
Le Bénaton,4.2,229.0
Le Sirocco,4.3,965.0
Bistro de l'Hôtel,4.5,135.0
Le Petit Restaurant,4.7,328.0
Piero TT,4.4,221.0
Wistub Brenner,4.3,1756.0
Genty Magre,4.6,738.0
La Ruche,4.6,602.0
Tabi - Ippei Uemura,4.4,337.0
Parapluie,4.8,417.0
Le Bélouga,4.4,211.0
Mantesino,4.8,587.0
Auberge de la Roche,4.8,164.0
Bohème,4.8,783.0
La Bulle d'Air,4.8,206.0
Au G'Retz des Saisons,4.9,186.0
Le Clos de la Prairie,4.8,107.0
Peron,4.6,1631.0
Chez Fonfon,4.1,3111.0
Epiro,4.7,317.0
Auberge de l'Abbaye,4.5,307.0
Emotions,4.8,588.0
Lazare,4.1,2771.0
Le Relais de Saulx,4.8,453.0
L'Agastache,4.6,244.0
Autrement,4.7,516.0
Eclipses,4.8,170.0
Le Pré de la Cure,4.6,919.0
Le Bout du Quai,4.7,1078.0
Les Ronins,4.5,540.0
Le Goût du Large,4.6,388.0
L'Atelier,4.6,749.0
Côté Toqués,4.9,363.0
La Table du Chef,4.6,475.0
La Table de Marie-Ange,4.8,47.0
LiLi,4.3,358.0
Capitaine,4.7,418.0
Restaurant des Grands Boulevards,4.5,651.0
Auberge Nicolas Flamel,4.6,1533.0
Rooster,4.9,1085.0
Tadam,4.7,813.0
Auberge du Cheval Blanc,4.6,303.0
Marso & Co,4.8,800.0
Poulpette,4.7,327.0
Kodawari Ramen - Yokochō,4.4,13314.0
Rhapsody,4.5,626.0
Les Trois Forts,4.4,458.0
L'inaTTendu,4.6,895.0
Le Comptoir de la Mère Germaine,4.3,238.0
L'Escargot,4.7,475.0
L'Ouillette,4.6,494.0
Les Épicuriens,4.7,430.0
Le Terroir,4.4,438.0
Le Panoramique,4.6,1558.0
Racines des Prés,4.6,370.0
Les Botanistes,4.3,245.0
Sinabro,4.8,992.0
Le Castellane - Château Le Prieuré,4.6,27.0
Le Florimond,4.7,565.0
La Roche Le Roy,4.7,748.0
Le Bougainvillier,4.1,21.0
Folie Cuisine d'Émotions,4.4,146.0
Belvédère,4.4,751.0
L'Écluse,4.8,1300.0
Les Planeurs,4.8,465.0
Auberge du Forgeron,4.2,1295.0
Au Bon Pichet,4.3,286.0
Le Vivarais,4.4,353.0
Le Relais des Maures,4.4,150.0
La Pomme d'Or,4.8,384.0
Arraditz,4.8,484.0
L'Amphitryon,4.8,307.0
Le Vivier,4.7,94.0
L'Ami Jean,4.5,1198.0
Claire et Hugo,4.7,275.0
Auberge de Port Vallières,4.6,286.0
Le Mas des Aigras - Table du Verger,4.6,280.0
Manger & Dormir sur la Plage,4.5,1456.0
À l’Épi d’Or,3.8,320.0
Iodé,4.7,184.0
L'Altévic,4.3,672.0
Le Jardin,4.6,485.0
Arcada,4.8,943.0
Les Bords de Mer,4.3,958.0
Cédrat,4.6,308.0
Epona,4.4,1375.0
La Réserve de Nice,4.5,1170.0
Relais du Castéra,4.5,145.0
Bar des Oiseaux,4.6,1356.0
Le Bengy,4.5,732.0
Le 27 Gambetta,4.3,521.0
Pleine Terre,4.8,335.0
Ducasse sur Seine,4.6,1412.0
Le Botaniste - La Chenevière,4.7,156.0
Le Divil,4.2,1052.0
Le Café des Artistes,4.1,322.0
L'Inconnu,4.6,154.0
Arnaud Nicolas,4.7,742.0
Brasserie Lutetia,4.3,755.0
L'Atelier d'Olivier Arlot,4.3,463.0
Le Clos de la Fontaine,4.6,191.0
L'Épicurieux,4.9,528.0
Bistro Gaby,4.4,258.0
Jardin Tropezina,4.4,645.0
La Cheneaudière - Le Chêne,4.5,1924.0
Le Relais du Castelet,4.8,213.0
Les Hortensias du Lac,4.5,602.0
Emporium,4.8,1091.0
La Table de Romain,4.7,322.0
Cassis,4.7,482.0
La Rotonde,4.4,831.0
L'alouette,4.7,328.0
Sources,4.7,287.0
Brasserie Chavant,4.5,1852.0
Bec,4.9,218.0
Auberge de Crussol,4.5,1698.0
Peixes Opéra,4.5,2154.0
Le Séjour Café,4.7,703.0
Vincent Croizard,4.8,611.0
Auberge de la Roussille,4.7,1143.0
Sellae,4.6,528.0
Relais Chantovent,4.8,847.0
Disini,4.3,733.0
Marcelle - Domaine de Verchant,4.4,335.0
Au Bon Accueil,4.7,343.0
Magma,4.6,386.0
Au Koning Van Peene,4.6,397.0
